	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
LFM-A13_IC_50_HIGH	0.20677168295812998		0.411366906475	0.588633093525	0.411366906475	0.678511326861	0.999973839111	0.678511326861
AZD6482_IC_75	0.2067727450821958		0.411366906475	0.588633093525	0.411366906475	0.678511326861	0.999973839111	0.678511326861
Roscovitine_AUC	0.20872568886757714		0.406239372139	0.593760627861	0.406239372139	0.671502702703	0.999973839111	0.671502702703
MK-2206_IC_25	0.20975791334804467		0.403309352518	0.596690647482	0.403309352518	0.667380952381	0.999973839111	0.667380952381
QS11_IC_50_LOW	0.21006166186522038		0.402289077829	0.597710922171	0.402289077829	0.666413867822	0.999973839111	0.666413867822
GSK-650394_IC_50_HIGH	0.2105489095961522		0.400797907129	0.599202092871	0.400797907129	0.664663774403	0.999973839111	0.664663774403
VX-680_BETA	0.21101861503274552		0.399725310661	0.600274689339	0.399725310661	0.663604777416	0.999973839111	0.663604777416
GSK-650394_IC_50	0.2110504359238371		0.399607586658	0.600392413342	0.399607586658	0.663604777416	0.999973839111	0.663604777416
PF-4708671_IC_50_HIGH	0.21141870278072353		0.398600392413	0.601399607587	0.398600392413	0.663177366703	0.999973839111	0.663177366703
Parthenolide_IC_50_LOW	0.21159875719848403		0.397972531066	0.602027468934	0.397972531066	0.662854030501	0.999973839111	0.662854030501
BMS-509744_IC_75	0.2117073552242905		0.397684761282	0.602315238718	0.397684761282	0.662854030501	0.999973839111	0.662854030501
CGP-082996_IC_50	0.21219596345133576		0.396599084369	0.603400915631	0.396599084369	0.662008733624	0.999973839111	0.662008733624
Bleomycin_IC_90	0.21227196243730329		0.396350555919	0.603649444081	0.396350555919	0.662008733624	0.999973839111	0.662008733624
CMK_IC_50	0.21288927160803733		0.394388489209	0.605611510791	0.394388489209	0.659759299781	0.999973839111	0.659759299781
PF-4708671_AUC	0.21365884914277444		0.392334859385	0.607665140615	0.392334859385	0.65704271632	0.999973839111	0.65704271632
Sunitinib_IC_90	0.2144826493869853		0.389928057554	0.610071942446	0.389928057554	0.653728070175	0.999973839111	0.653728070175
GW843682X_AUC	0.21457013941806288		0.389705689993	0.610294310007	0.389705689993	0.653728070175	0.999973839111	0.653728070175
Etoposide_IC_90	0.21488486112239966		0.388842380641	0.611157619359	0.388842380641	0.653340659341	0.999973839111	0.653340659341
Paclitaxel_AUC	0.21490530346772432		0.388750817528	0.611249182472	0.388750817528	0.653340659341	0.999973839111	0.653340659341
SB_216763_AUC	0.21522610793674352		0.387756703728	0.612243296272	0.387756703728	0.65295154185	0.999973839111	0.65295154185
CCT018159_AUC	0.21546773170491962		0.387076520602	0.612923479398	0.387076520602	0.652524807056	0.999973839111	0.652524807056
KU-55933_IC_25	0.2161343953521317		0.385101373447	0.614898626553	0.385101373447	0.649911699779	0.999973839111	0.649911699779
Salubrinal_AUC	0.21624642989997747		0.384643557881	0.615356442119	0.384643557881	0.649856353591	0.999973839111	0.649856353591
Epothilone_B_AUC	0.2164150843917305		0.384081098757	0.615918901243	0.384081098757	0.649623893805	0.999973839111	0.649623893805
Parthenolide_IC_25	0.21767300896184524		0.380483976455	0.619516023545	0.380483976455	0.644252491694	0.999973839111	0.644252491694
QS11_IC_75	0.2179822849986008		0.379581425768	0.620418574232	0.379581425768	0.643436807095	0.999973839111	0.643436807095
CGP-082996_IC_50_HIGH	0.21813895015545723		0.379084368869	0.620915631131	0.379084368869	0.643307436182	0.999973839111	0.643307436182
Gemcitabine_IC_50	0.21832110443980848		0.37853499019	0.62146500981	0.37853499019	0.643088888889	0.999973839111	0.643088888889
Etoposide_IC_75	0.2185023675022222		0.377828646174	0.622171353826	0.377828646174	0.642602892102	0.999973839111	0.642602892102
Roscovitine_IC_50_LOW	0.21925325233889084		0.37530412034	0.62469587966	0.37530412034	0.639020044543	0.999973839111	0.639020044543
Salubrinal_IC_50_HIGH	0.21940804581949075		0.37480706344	0.62519293656	0.37480706344	0.638885172798	0.999973839111	0.638885172798
Roscovitine_IC_25	0.22008815662848377		0.373015042511	0.626984957489	0.373015042511	0.636540178571	0.999973839111	0.636540178571
CGP-082996_IC_75	0.221227367957608		0.369470241988	0.630529758012	0.369470241988	0.631195530726	0.999973839111	0.631195530726
BI-2536_IC_75	0.22166064298690233		0.368175277959	0.631824722041	0.368175277959	0.629686800895	0.999973839111	0.629686800895
BMS-708163_IC_50	0.2216855940756762		0.368109875736	0.631890124264	0.368109875736	0.629686800895	0.999973839111	0.629686800895
BIRB_0796_IC_50	0.22171967535304352		0.368005232178	0.631994767822	0.368005232178	0.629686800895	0.999973839111	0.629686800895
ABT-888_ALPHA	0.2221474998567182		0.366723348594	0.633276651406	0.366723348594	0.629315375982	0.999973839111	0.629315375982
Tipifarnib_IC_50	0.22233138616225193		0.36616088947	0.63383911053	0.36616088947	0.629056179775	0.999973839111	0.629056179775
PF-562271_IC_50_HIGH	0.22245727775455768		0.365781556573	0.634218443427	0.365781556573	0.629056179775	0.999973839111	0.629056179775
BI-2536_IC_90	0.22258898171127225		0.365389143231	0.634610856769	0.365389143231	0.629056179775	0.999973839111	0.629056179775
Midostaurin_IC_50_HIGH	0.22268987856450914		0.365153695226	0.634846304774	0.365153695226	0.629056179775	0.999973839111	0.629056179775
Gemcitabine_IC_50_HIGH	0.22314274022734884		0.363754087639	0.636245912361	0.363754087639	0.627742663657	0.999973839111	0.627742663657
Tipifarnib_AUC	0.2233153427476083		0.363086984957	0.636913015043	0.363086984957	0.627299435028	0.999973839111	0.627299435028
Gemcitabine_IC_25	0.2233810659638122		0.362812295618	0.637187704382	0.362812295618	0.627299435028	0.999973839111	0.627299435028
BMS-754807_IC_25	0.22497627689665528		0.358051013734	0.641948986266	0.358051013734	0.62	0.999973839111	0.62
Epothilone_B_ALPHA	0.22590120251224774		0.355277959451	0.644722040549	0.355277959451	0.61589569161	0.999973839111	0.61589569161
BMS-509744_IC_50_LOW	0.22591334074864164		0.355199476782	0.644800523218	0.355199476782	0.61589569161	0.999973839111	0.61589569161
CCT007093_B	0.22602141938648032		0.354964028777	0.645035971223	0.354964028777	0.61589569161	0.999973839111	0.61589569161
BAY_61-3606_AUC	0.22605784024178954		0.35483322433	0.64516677567	0.35483322433	0.61589569161	0.999973839111	0.61589569161
MS-275_IC_50	0.22613086914606026		0.35455853499	0.64544146501	0.35455853499	0.61589569161	0.999973839111	0.61589569161
PAC-1_IC_50_LOW	0.22620947961394092		0.354244604317	0.645755395683	0.354244604317	0.61589569161	0.999973839111	0.61589569161
PAC-1_IC_50_HIGH	0.22646998730966184		0.353459777632	0.646540222368	0.353459777632	0.61589569161	0.999973839111	0.61589569161
PF-02341066_AUC	0.22660929947901887		0.353001962067	0.646998037933	0.353001962067	0.61589569161	0.999973839111	0.61589569161
BI-2536_AUC	0.22665796772145547		0.352910398954	0.647089601046	0.352910398954	0.61589569161	0.999973839111	0.61589569161
Etoposide_IC_25	0.2270381362253076		0.352007848267	0.647992151733	0.352007848267	0.61589569161	0.999973839111	0.61589569161
GSK-650394_IC_50_LOW	0.22712330706365855		0.351772400262	0.648227599738	0.351772400262	0.61589569161	0.999973839111	0.61589569161
CMK_IC_50_HIGH	0.22739381593852465		0.350974493133	0.649025506867	0.350974493133	0.61589569161	0.999973839111	0.61589569161
Etoposide_IC_50_LOW	0.2277385957600312		0.349954218443	0.650045781557	0.349954218443	0.615034482759	0.999973839111	0.615034482759
TW_37_AUC	0.22791545098280766		0.34939175932	0.65060824068	0.34939175932	0.614752589183	0.999973839111	0.614752589183
DMOG_IC_75	0.22816492210002093		0.348554610857	0.651445389143	0.348554610857	0.613986175115	0.999973839111	0.613986175115
AZD-2281_D	0.2282951807084793		0.348162197515	0.651837802485	0.348162197515	0.613986175115	0.999973839111	0.613986175115
AZD8055_BETA	0.22848171069635242		0.347495094833	0.652504905167	0.347495094833	0.613533487298	0.999973839111	0.613533487298
MG-132_D	0.22849982615841005		0.347455853499	0.652544146501	0.347455853499	0.613533487298	0.999973839111	0.613533487298
Gemcitabine_AUC	0.2288801855633784		0.346173969915	0.653826030085	0.346173969915	0.612615740741	0.999973839111	0.612615740741
BI-2536_IC_50_LOW	0.22905425490903888		0.345637671681	0.654362328319	0.345637671681	0.612375434531	0.999973839111	0.612375434531
PAC-1_IC_75	0.22923549801955237		0.34516677567	0.65483322433	0.34516677567	0.612250580046	0.999973839111	0.612250580046
MS-275_BETA	0.22931849070659435		0.344970568999	0.655029431001	0.344970568999	0.612250580046	0.999973839111	0.612250580046
OSU-03012_AUC	0.22978472411156542		0.343322432963	0.656677567037	0.343322432963	0.610395348837	0.999973839111	0.610395348837
Bosutinib_IC_25	0.23033095903233392		0.341386527142	0.658613472858	0.341386527142	0.607660069849	0.999973839111	0.607660069849
Gemcitabine_IC_75	0.23072060289959756		0.340170045782	0.659829954218	0.340170045782	0.6062004662	0.999973839111	0.6062004662
PHA-665752_AUC	0.2312701460918141		0.338338783519	0.661661216481	0.338338783519	0.603640606768	0.999973839111	0.603640606768
Shikonin_ALPHA	0.23146319248967123		0.33776324395	0.66223675605	0.33776324395	0.603317757009	0.999973839111	0.603317757009
Sorafenib_IC_90	0.2316027846607392		0.337410071942	0.662589928058	0.337410071942	0.603317757009	0.999973839111	0.603317757009
Temsirolimus_ALPHA	0.23175666789592564		0.336952256377	0.663047743623	0.336952256377	0.603278688525	0.999973839111	0.603278688525
EHT_1864_B	0.23183013689034343		0.336729888816	0.663270111184	0.336729888816	0.603278688525	0.999973839111	0.603278688525
Paclitaxel_IC_50_LOW	0.23210089385314767		0.335958142577	0.664041857423	0.335958142577	0.602910798122	0.999973839111	0.602910798122
Midostaurin_IC_90	0.2321465567119188		0.33580117724	0.66419882276	0.33580117724	0.602910798122	0.999973839111	0.602910798122
QS11_IC_90	0.23218691384849807		0.335709614127	0.664290385873	0.335709614127	0.602910798122	0.999973839111	0.602910798122
Vorinostat_ALPHA	0.23237863399247852		0.335173315893	0.664826684107	0.335173315893	0.602910798122	0.999973839111	0.602910798122
Pazopanib_IC_50_HIGH	0.23248969697099595		0.334767822106	0.665232177894	0.334767822106	0.602910798122	0.999973839111	0.602910798122
OSU-03012_IC_90	0.23254929115728487		0.334571615435	0.665428384565	0.334571615435	0.602910798122	0.999973839111	0.602910798122
DMOG_BETA	0.2325997629613303		0.334349247874	0.665650752126	0.334349247874	0.602910798122	0.999973839111	0.602910798122
BMS-708163_B	0.23279986696488228		0.333446697188	0.666553302812	0.333446697188	0.602910798122	0.999973839111	0.602910798122
AZ628_BETA	0.23292795077249612		0.33306736429	0.66693263571	0.33306736429	0.602910798122	0.999973839111	0.602910798122
BMS-509744_IC_90	0.23307020774032028		0.332622629169	0.667377370831	0.332622629169	0.602910798122	0.999973839111	0.602910798122
ABT-888_AUC	0.23322218475605228		0.332177894048	0.667822105952	0.332177894048	0.602910798122	0.999973839111	0.602910798122
CGP-082996_IC_25	0.23331455506374887		0.33185088293	0.66814911707	0.33185088293	0.602910798122	0.999973839111	0.602910798122
Parthenolide_IC_50	0.2333563043176677		0.331772400262	0.668227599738	0.331772400262	0.602910798122	0.999973839111	0.602910798122
OSU-03012_IC_75	0.23469777383564921		0.326841072596	0.673158927404	0.326841072596	0.595637663886	0.999973839111	0.595637663886
PF-562271_IC_75	0.23497077823934137		0.325794637018	0.674205362982	0.325794637018	0.594439140811	0.999973839111	0.594439140811
S-Trityl-L-cysteine_AUC	0.23522555175796797		0.324800523218	0.675199476782	0.324800523218	0.593333333333	0.999973839111	0.593333333333
BMS-754807_IC_50	0.23532946858517934		0.324499672989	0.675500327011	0.324499672989	0.593333333333	0.999973839111	0.593333333333
LAQ824_ALPHA	0.23534741350536123		0.324460431655	0.675539568345	0.324460431655	0.593333333333	0.999973839111	0.593333333333
Sorafenib_IC_50_LOW	0.235954163622626		0.322603008502	0.677396991498	0.322603008502	0.591438848921	0.999973839111	0.591438848921
CCT007093_AUC	0.23624529324817872		0.321831262263	0.678168737737	0.321831262263	0.590732292917	0.999973839111	0.590732292917
GSK-650394_AUC	0.2363376213055816		0.321543492479	0.678456507521	0.321543492479	0.590732292917	0.999973839111	0.590732292917
PAC-1_IC_90	0.23636068136171148		0.321517331589	0.678482668411	0.321517331589	0.590732292917	0.999973839111	0.590732292917
Epothilone_B_IC_50	0.23638996227428524		0.321386527142	0.678613472858	0.321386527142	0.590732292917	0.999973839111	0.590732292917
ABT-888_IC_50_LOW	0.23649329859859106		0.320981033355	0.679018966645	0.320981033355	0.590732292917	0.999973839111	0.590732292917
AZD6482_IC_50	0.23656536117283797		0.320693263571	0.679306736429	0.320693263571	0.590732292917	0.999973839111	0.590732292917
GSK-1904529A_IC_25	0.2370885253091566		0.319149771092	0.680850228908	0.319149771092	0.590060459492	0.999973839111	0.590060459492
GSK269962A_IC_25	0.2371979244951847		0.318822759974	0.681177240026	0.318822759974	0.590060459492	0.999973839111	0.590060459492
BI-2536_IC_25	0.23721963905853224		0.318731196861	0.681268803139	0.318731196861	0.590060459492	0.999973839111	0.590060459492
GDC0941_IC_50_HIGH	0.2373824685166166		0.318221059516	0.681778940484	0.318221059516	0.590060459492	0.999973839111	0.590060459492
Cytarabine_BETA	0.23742570965894472		0.31803793329	0.68196206671	0.31803793329	0.590060459492	0.999973839111	0.590060459492
BAY_61-3606_IC_50_LOW	0.23778312005158725		0.31704381949	0.68295618051	0.31704381949	0.589732360097	0.999973839111	0.589732360097
GDC0941_IC_25	0.23839725789111507		0.314846304774	0.685153695226	0.314846304774	0.586358099878	0.999973839111	0.586358099878
OSU-03012_IC_50	0.2385717971467603		0.314414650098	0.685585349902	0.314414650098	0.586268292683	0.999973839111	0.586268292683
S-Trityl-L-cysteine_IC_90	0.2386933077246094		0.31406147809	0.68593852191	0.31406147809	0.586268292683	0.999973839111	0.586268292683
Doxorubicin_AUC	0.23870301547635658		0.314048397646	0.685951602354	0.314048397646	0.586268292683	0.999973839111	0.586268292683
JW-7-52-1_AUC	0.2388517038952161		0.313420536298	0.686579463702	0.313420536298	0.586268292683	0.999973839111	0.586268292683
RO-3306_AUC	0.23897592819879046		0.31309352518	0.68690647482	0.31309352518	0.586268292683	0.999973839111	0.586268292683
QS11_IC_25	0.2394601033329437		0.311523871812	0.688476128188	0.311523871812	0.584441717791	0.999973839111	0.584441717791
BAY_61-3606_IC_25	0.23948066444980678		0.311445389143	0.688554610857	0.311445389143	0.584441717791	0.999973839111	0.584441717791
MS-275_IC_75	0.2397307991732032		0.310660562459	0.689339437541	0.310660562459	0.584255842558	0.999973839111	0.584255842558
Axitinib_AUC	0.23982347216487612		0.31035971223	0.68964028777	0.31035971223	0.584255842558	0.999973839111	0.584255842558
JW-7-52-1_IC_90	0.24027188510510056		0.308737737083	0.691262262917	0.308737737083	0.582071516646	0.999973839111	0.582071516646
Shikonin_IC_50_LOW	0.24144696368338497		0.305232177894	0.694767822106	0.305232177894	0.576172839506	0.999973839111	0.576172839506
Tipifarnib_IC_50_LOW	0.24151805586479086		0.304957488555	0.695042511445	0.304957488555	0.576172839506	0.999973839111	0.576172839506
Bexarotene_BETA	0.24191814973369347		0.303806409418	0.696193590582	0.303806409418	0.574900990099	0.999973839111	0.574900990099
AMG-706_AUC	0.24202869755222714		0.303440156965	0.696559843035	0.303440156965	0.574900990099	0.999973839111	0.574900990099
Tipifarnib_IC_75	0.24207018375270242		0.303283191629	0.696716808371	0.303283191629	0.574900990099	0.999973839111	0.574900990099
Shikonin_BETA	0.2425056440199045		0.301922825376	0.698077174624	0.301922825376	0.573465838509	0.999973839111	0.573465838509
AZ628_IC_50_HIGH	0.24277095397670448		0.301111837802	0.698888162198	0.301111837802	0.57263681592	0.999973839111	0.57263681592
Temsirolimus_D	0.2428403477720572		0.300797907129	0.699202092871	0.300797907129	0.57263681592	0.999973839111	0.57263681592
GSK269962A_D	0.2430148033380481		0.30024852845	0.69975147155	0.30024852845	0.572418952618	0.999973839111	0.572418952618
TW_37_B	0.24336560929663123		0.299136690647	0.700863309353	0.299136690647	0.571011235955	0.999973839111	0.571011235955
PD-0332991_IC_75	0.24342627748798737		0.298992805755	0.701007194245	0.298992805755	0.571011235955	0.999973839111	0.571011235955
CGP-60474_IC_50_HIGH	0.2435288093421333		0.298639633748	0.701360366252	0.298639633748	0.571011235955	0.999973839111	0.571011235955
CCT018159_IC_50_HIGH	0.24361717472481462		0.29828646174	0.70171353826	0.29828646174	0.571011235955	0.999973839111	0.571011235955
Midostaurin_IC_75	0.2436426142729223		0.298181818182	0.701818181818	0.298181818182	0.571011235955	0.999973839111	0.571011235955
Temsirolimus_AUC	0.24372933747873146		0.297828646174	0.702171353826	0.297828646174	0.571011235955	0.999973839111	0.571011235955
NVP-BEZ235_IC_50	0.2442263076265872		0.296429038587	0.703570961413	0.296429038587	0.570113207547	0.999973839111	0.570113207547
GSK269962A_IC_50	0.24454338366823766		0.29555264879	0.70444735121	0.29555264879	0.569143576826	0.999973839111	0.569143576826
S-Trityl-L-cysteine_IC_50_LOW	0.2445645607877853		0.295461085677	0.704538914323	0.295461085677	0.569143576826	0.999973839111	0.569143576826
Parthenolide_IC_75	0.24518530020924836		0.293381294964	0.706618705036	0.293381294964	0.566388888889	0.999973839111	0.566388888889
JW-7-52-1_BETA	0.24550494257268032		0.292517985612	0.707482014388	0.292517985612	0.565436156764	0.999973839111	0.565436156764
KU-55933_IC_50	0.24582427439105178		0.29160235448	0.70839764552	0.29160235448	0.564379746835	0.999973839111	0.564379746835
BI-2536_IC_50	0.2458461777105895		0.291523871812	0.708476128188	0.291523871812	0.564379746835	0.999973839111	0.564379746835
Imatinib_AUC	0.24601658382231173		0.291013734467	0.708986265533	0.291013734467	0.564379746835	0.999973839111	0.564379746835
Parthenolide_IC_90	0.24612024807208507		0.290725964683	0.709274035317	0.290725964683	0.564379746835	0.999973839111	0.564379746835
Epothilone_B_IC_50_LOW	0.24637839269359166		0.290006540222	0.709993459778	0.290006540222	0.564147582697	0.999973839111	0.564147582697
Bleomycin_IC_75	0.2465924240638675		0.289208633094	0.710791366906	0.289208633094	0.563312101911	0.999973839111	0.563312101911
